No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（�u）,取引価格（�u単価）,土地の形状,間口,延床面積（�u）,建築年,建物の構造,建物の用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,備考
5152,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,2,75000000,,,125,,ほぼ長方形,3.5,120,昭和41年,木造,共同住宅,,東,区道,3.6,第１種低層住居専用地域,60,150,平成20年第３四半期,
5153,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,7,46000000,2600000,,60,800000,ほぼ長方形,5.5,,,,,,東,区道,4.4,第１種中高層住居専用地域,60,200,平成20年第３四半期,
5154,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,10,81000000,2600000,,100,790000,長方形,7,,,,,,西,区道,5.2,第１種低層住居専用地域,60,150,平成20年第３四半期,私道を含む取引
5155,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,76000000,2500000,,100,750000,ほぼ長方形,9,,,,,,南,区道,4,第２種低層住居専用地域,60,150,平成20年第３四半期,
5156,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,10,60000000,2400000,,85,710000,ほぼ正方形,10,,,,,,南,私道,3,第１種低層住居専用地域,60,150,平成20年第３四半期,
5157,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,6,38000000,1600000,,80,470000,ほぼ長方形,7,,,,,,南,私道,1.9,第１種低層住居専用地域,60,150,平成20年第３四半期,私道を含む取引
5158,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,8,59000000,,,80,,ほぼ長方形,9,90,昭和45年,木造,住宅,,北西,区道,5.4,第１種低層住居専用地域,60,150,平成20年第３四半期,
5159,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,4,44000000,,,55,,長方形,5,85,平成8年,木造,住宅,,南,区道,3.6,第１種低層住居専用地域,60,150,平成20年第２四半期,隣地の購入
5160,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,8,92000000,,,140,,ほぼ整形,10,90,昭和40年,木造,住宅,,南東,区道,5.5,第１種低層住居専用地域,60,150,平成20年第２四半期,
5161,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,4,29000000,,２ＤＫ,35,,,,,昭和60年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成20年第２四半期,未改装を購入
5162,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,7,1300000000,,,940,,不整形,50.0m以上,1800,平成19年,ＲＣ,共同住宅,,北西,道路,4.3,第１種低層住居専用地域,60,150,平成19年第４四半期,
5163,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,4,51000000,3200000,,50,980000,ほぼ長方形,5.5,,,,,,南,私道,2.2,近隣商業地域,80,300,平成19年第４四半期,
5164,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,130000000,,,125,,ほぼ長方形,7.5,210,平成5年,ＲＣ、木造,住宅,,西,私道,3.1,第１種低層住居専用地域,60,150,平成19年第３四半期,
5165,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,10,100000000,,,125,,ほぼ長方形,6.9,210,平成5年,ＲＣ、木造,住宅,,西,私道,4,第１種低層住居専用地域,60,150,平成19年第２四半期,私道を含む取引
5166,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,94000000,2500000,,125,750000,ほぼ長方形,7.2,,,,,,南,区道,3.8,第１種低層住居専用地域,60,150,平成19年第２四半期,私道を含む取引
5167,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,8,290000000,2300000,,420,690000,不整形,20,,,,,,南東,私道,4.7,第１種低層住居専用地域,60,150,平成19年第２四半期,
5168,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,6,100000000,2000000,,165,620000,ほぼ長方形,10,,,,,,東,私道,1.8,第１種低層住居専用地域,60,150,平成19年第２四半期,私道を含む取引
5169,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,6,40000000,,３ＬＤＫ,75,,,,,昭和48年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成19年第２四半期,未改装を購入
5170,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,6,81000000,2200000,,125,650000,ほぼ正方形,7.5,,,,,,南東,区道,5.1,第１種低層住居専用地域,60,150,平成19年第１四半期,私道を含む取引
5171,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,8,55000000,2700000,,65,820000,ほぼ長方形,5,,,,,,東,区道,6.9,近隣商業地域,80,300,平成18年第４四半期,
5172,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,78000000,2800000,,90,850000,長方形,6,,,,,,南,区道,4,第１種低層住居専用地域,60,150,平成18年第４四半期,
5173,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,7,300000,25000,,40,7700,不整形,6,,,,,,北東,私道,2,第１種低層住居専用地域,60,150,平成18年第４四半期,調停・競売等
5174,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,8,23000000,870000,,90,260000,不整形,,,,,,,北,私道,2,第１種低層住居専用地域,60,150,平成18年第４四半期,
5175,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,4,12000000,,２ＤＫ,35,,,,,昭和47年,ＳＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成18年第４四半期,未改装を購入
5176,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,74000000,,,110,,ほぼ長方形,6.5,95,平成5年,木造,住宅,,北東,私道,3,第１種低層住居専用地域,60,150,平成18年第３四半期,
5177,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,4,93000000,,,120,,不整形,2.5,120,平成17年,木造,住宅,,東,区道,4,第１種低層住居専用地域,60,150,平成18年第３四半期,
5178,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,82000000,1900000,,140,590000,ほぼ長方形,8,,,,,,西,私道,4.5,第１種低層住居専用地域,60,150,平成18年第３四半期,私道を含む取引
5179,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,8,75000000,,,65,,ほぼ長方形,5,90,平成18年,木造,住宅,,南西,区道,7,第１種中高層住居専用地域,60,200,平成18年第３四半期,
5180,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,10,74000000,2000000,,125,600000,ほぼ長方形,4,,,,,,西,私道,4,第１種低層住居専用地域,60,150,平成18年第２四半期,私道を含む取引
5181,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,4,110000000,,,190,,ほぼ台形,11,200,昭和57年,鉄骨造,共同住宅,,南,私道,3.1,第１種低層住居専用地域,60,150,平成18年第２四半期,私道を含む取引
5182,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,,29000000,,２ＤＫ,50,,,,,昭和47年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成18年第１四半期,改装済を購入
5183,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,6,85000000,,,110,,不整形,,135,平成17年,木造,住宅,,西,私道,4,第１種低層住居専用地域,60,150,平成17年第４四半期,
5184,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,都立大学,13,180000000,1600000,,360,490000,長方形,16,,,,,,南,区道,3,第１種低層住居専用地域,60,150,平成20年第４四半期,
5185,宅地(土地),商業地,13110,東京都,目黒区,大岡山,都立大学,13,94000000,1900000,,160,590000,ほぼ長方形,10,,,,,,北,区道,6,近隣商業地域,80,300,平成20年第３四半期,
5186,中古マンション等,,13110,東京都,目黒区,大岡山,都立大学,10,43000000,,,65,,,,,平成15年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60,200,平成17年第４四半期,未改装を購入
5187,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,都立大学,9,300000000,2300000,,430,700000,ほぼ正方形,21,,,,,,西,区道,8,第１種中高層住居専用地域,60,200,平成17年第３四半期,
5188,中古マンション等,,13110,東京都,目黒区,大岡山,緑が丘(東京),9,29000000,,１ＬＤＫ,35,,,,,平成15年,ＲＣ,住宅,,,,,準工業地域,60,200,平成20年第４四半期,改装済を購入
5189,中古マンション等,,13110,東京都,目黒区,大岡山,緑が丘(東京),9,31000000,,１ＤＫ,35,,,,,平成15年,ＲＣ,住宅,,,,,準工業地域,60,200,平成20年第４四半期,未改装を購入
5190,中古マンション等,,13110,東京都,目黒区,大岡山,緑が丘(東京),9,21000000,,,35,,,,,平成15年,ＲＣ,住宅,,,,,準工業地域,60,200,平成20年第３四半期,未改装を購入
5191,中古マンション等,,13110,東京都,目黒区,大岡山,緑が丘(東京),9,22000000,,１ＤＫ,30,,,,,平成8年,ＲＣ,住宅,,,,,準工業地域,60,200,平成20年第３四半期,未改装を購入
5192,中古マンション等,,13110,東京都,目黒区,大岡山,緑が丘(東京),9,27000000,,１ＤＫ,30,,,,,平成15年,ＲＣ,住宅,,,,,準工業地域,60,200,平成19年第３四半期,未改装を購入
5193,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,緑が丘(東京),6,60000000,2000000,,95,620000,長方形,10,,,,,,東,区道,4.5,第１種低層住居専用地域,60,150,平成18年第１四半期,私道を含む取引
5194,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,7600000,,,15,,,,,昭和51年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成20年第４四半期,
5195,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,8,55000000,,２ＬＤＫ,70,,,,,平成12年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成20年第４四半期,未改装を購入
5196,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,4,36000000,,１ＬＤＫ,40,,,,,平成16年,ＳＲＣ,住宅,,,,,準工業地域,60,300,平成20年第３四半期,未改装を購入
5197,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,17000000,,３ＤＫ,40,,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成20年第３四半期,未改装を購入
5198,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,5,17000000,,１Ｋ,20,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成20年第３四半期,未改装を購入
5199,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,7,15000000,,１ＤＫ,25,,,,,昭和52年,ＲＣ,住宅,,,,,第１種住居地域,60,300,平成20年第２四半期,改装済を購入
5200,宅地(土地と建物),住宅地,13110,東京都,目黒区,大橋,池尻大橋,7,3600000000,,,1100,,ほぼ長方形,35,2000�u以上,平成20年,ＲＣ,共同住宅,,西,区道,7.7,第１種住居地域,60,300,平成20年第１四半期,
5201,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,19000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成20年第１四半期,未改装を購入
5202,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,21000000,,３ＤＫ,40,,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成20年第１四半期,未改装を購入
5203,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,4,15000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成20年第１四半期,未改装を購入
5204,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,22000000,,１Ｋ,20,,,,,平成15年,ＲＣ,住宅,,,,,商業地域,80,500,平成20年第１四半期,
5205,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,10000000,,１Ｋ,20,,,,,昭和60年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成20年第１四半期,未改装を購入
5206,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,1,4800000,,１Ｋ,10,,,,,昭和60年,ＳＲＣ,その他,,,,,商業地域,80,500,平成20年第１四半期,改装済を購入
5207,宅地(土地),住宅地,13110,東京都,目黒区,大橋,池尻大橋,7,120000000,5500000,,75,1700000,ほぼ長方形,7.5,,,,,,北東,区道,3.4,第２種住居地域,60,400,平成19年第４四半期,
5208,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,14000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成19年第４四半期,未改装を購入
5209,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,15000000,,１Ｋ,15,,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成19年第４四半期,
5210,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,17000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成19年第４四半期,
5211,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,26000000,,２ＤＫ,35,,,,,昭和58年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成19年第３四半期,改装済を購入
5212,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,14000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成19年第３四半期,未改装を購入
5213,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,5,14000000,,１Ｋ,15,,,,,,ＳＲＣ,住宅,,,,,商業地域,80,500,平成19年第３四半期,未改装を購入
5214,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,19000000,,２ＤＫ,35,,,,,昭和58年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成19年第３四半期,未改装を購入
5215,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,14000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,500,平成19年第２四半期,未改装を購入
5216,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,2,1200000,,,10,,,,,平成2年,ＲＣ,住宅,,,,,商業地域,80,500,平成19年第２四半期,調停・競売等、未改装を購入
5217,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,5,16000000,,,15,,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80,400,平成19年第１四半期,
5218,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,7,33000000,,２ＬＤＫ,40,,,,,昭和60年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成19年第１四半期,改装済を購入
5219,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,6,19000000,,１Ｋ,15,,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第４四半期,未改装を購入
5220,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,,23000000,,,45,,,,,,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第４四半期,
5221,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,,19000000,,２ＤＫ,35,,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第４四半期,改装済を購入
5222,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,8,50000000,,２ＬＤＫ,70,,,,,平成12年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成18年第３四半期,改装済を購入
5223,宅地(土地),住宅地,13110,東京都,目黒区,大橋,池尻大橋,9,47000000,2100000,,75,640000,ほぼ長方形,10,,,,,,北,区道,2.6,第１種住居地域,60,300,平成18年第２四半期,
5224,宅地(土地),住宅地,13110,東京都,目黒区,大橋,池尻大橋,10,3500000,980000,,10,300000,ほぼ長方形,1.5,,,,,,南,区道,7.6,第２種中高層住居専用地域,60,200,平成18年第２四半期,
5225,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,,2200000,,１Ｋ,25,,,,,,ＲＣ,住宅,,,,,準工業地域,60,300,平成18年第２四半期,未改装を購入
5226,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,4,15000000,,１Ｋ,15,,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第２四半期,未改装を購入
5227,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,5,8300000,,１Ｋ,15,,,,,昭和51年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第１四半期,未改装を購入
5228,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,,15000000,,２ＤＫ,35,,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成18年第１四半期,
5229,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,1,5000000,,,10,,,,,昭和60年,ＳＲＣ,その他,,,,,商業地域,80,500,平成18年第１四半期,未改装を購入
5230,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,1,5000000,,,10,,,,,昭和60年,ＳＲＣ,その他,,,,,商業地域,80,500,平成18年第１四半期,未改装を購入
5231,中古マンション等,,13110,東京都,目黒区,大橋,池尻大橋,1,5000000,,,10,,,,,昭和60年,ＳＲＣ,その他,,,,,商業地域,80,500,平成18年第１四半期,未改装を購入
