No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（�u）,取引価格（�u単価）,土地の形状,間口,延床面積（�u）,建築年,建物の構造,建物の用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,備考
134,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,8,21000000,,１Ｋ,20,,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80,600,平成24年第１四半期,未改装を購入
135,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,5,33000000,,２ＬＤＫ,55,,,,,昭和43年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成24年第１四半期,改装済を購入
136,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,5,25000000,,１ＤＫ,45,,,,,昭和43年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成24年第１四半期,改装済を購入
137,中古マンション等,,13110,東京都,目黒区,青葉台,神泉,5,10000000,,２ＤＫ,30,,,,,昭和43年,ＳＲＣ,住宅,,,,,第２種住居地域,60,400,平成24年第１四半期,未改装を購入
138,中古マンション等,,13110,東京都,目黒区,青葉台,代官山,8,120000000,,２ＬＤＫ,70,,,,,平成26年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60,300,平成28年第４四半期,
139,中古マンション等,,13110,東京都,目黒区,青葉台,代官山,8,75000000,,１ＬＤＫ,45,,,,,平成26年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60,300,平成28年第３四半期,未改装を購入
140,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,代官山,11,3200000000,,,750,,ほぼ長方形,30,2000�u以上,平成13年,ＲＣ,共同住宅,住宅,北東,都道,22,商業地域,80,500,平成27年第３四半期,
141,中古マンション等,,13110,東京都,目黒区,青葉台,代官山,7,230000000,,３ＬＤＫ,120,,,,,平成17年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成27年第２四半期,未改装を購入
142,中古マンション等,,13110,東京都,目黒区,青葉台,代官山,7,170000000,,２ＬＤＫ,120,,,,,平成17年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成27年第１四半期,未改装を購入
143,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,代官山,12,140000000,,,85,,長方形,7.5,140,平成16年,ＲＣ,住宅,,南,区道,5.4,第１種低層住居専用地域,50,100,平成25年第２四半期,
144,中古マンション等,,13110,東京都,目黒区,青葉台,代官山,7,200000000,,３ＬＤＫ,160,,,,,平成17年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成25年第１四半期,未改装を購入
145,中古マンション等,,13110,東京都,目黒区,青葉台,代官山,7,180000000,,２ＬＤＫ,105,,,,,平成17年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第２四半期,未改装を購入
146,中古マンション等,,13110,東京都,目黒区,青葉台,代官山,7,400000000,,４ＬＤＫ,210,,,,,平成17年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第２四半期,未改装を購入
147,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,5,30000000,,２ＬＤＫ,40,,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成29年第２四半期,未改装を購入
148,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,4,36000000,,２ＤＫ,40,,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成29年第２四半期,改装済を購入
149,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,3,68000000,,２ＬＤＫ,50,,,,,平成24年,ＲＣ,住宅,住宅,,,,商業地域,80,500,平成29年第１四半期,改装済を購入
150,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,45000000,,１ＬＤＫ,50,,,,,昭和47年,ＳＲＣ,住宅,住宅,,,,準工業地域,60,300,平成29年第１四半期,未改装を購入
151,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,20000000,,,20,,,,,平成10年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成28年第４四半期,未改装を購入
152,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,6,23000000,,２ＤＫ,45,,,,,昭和53年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成28年第４四半期,未改装を購入
153,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,4,19000000,,１Ｋ,20,,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成28年第４四半期,未改装を購入
154,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,中目黒,6,200000000,,,125,,長方形,9.7,240,昭和63年,ＲＣ、木造,共同住宅、店舗,住宅,南西,区道,8,第１種低層住居専用地域,60,150,平成28年第３四半期,
155,宅地(土地と建物),商業地,13110,東京都,目黒区,青葉台,中目黒,6,760000000,,,410,,不整形,9.1,660,平成17年,鉄骨造,事務所,事務所,南東,区道,7.5,準工業地域,60,200,平成28年第３四半期,
156,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,3,43000000,,１ＤＫ,35,,,,,平成24年,ＲＣ,住宅,住宅,,,,商業地域,80,500,平成28年第３四半期,未改装を購入
157,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,3,23000000,,１Ｋ,25,,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成28年第３四半期,未改装を購入
158,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,5,35000000,,２ＬＤＫ,45,,,,,昭和53年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成28年第２四半期,未改装を購入
159,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,50000000,,２ＬＤＫ,50,,,,,昭和47年,ＳＲＣ,住宅,住宅,,,,準工業地域,60,300,平成28年第２四半期,改装済を購入
160,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,5,110000000,,２ＬＤＫ,80,,,,,平成9年,ＳＲＣ,住宅,住宅,,,,準工業地域,60,300,平成28年第２四半期,改装済を購入
161,宅地(土地と建物),商業地,13110,東京都,目黒区,青葉台,中目黒,7,720000000,,,210,,長方形,16,510,平成28年,ＲＣ,店舗,店舗,北西,区道,6.5,準工業地域,60,300,平成28年第１四半期,
162,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,6,29000000,,２ＤＫ,35,,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成28年第１四半期,未改装を購入
163,宅地(土地),住宅地,13110,東京都,目黒区,青葉台,中目黒,7,370000000,5700000,,210,1700000,長方形,16.5,,,,,住宅,北西,区道,7.3,準工業地域,60,300,平成27年第４四半期,
164,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,44000000,,１ＬＤＫ,50,,,,,平成9年,ＲＣ,住宅,住宅,,,,商業地域,80,500,平成27年第４四半期,改装済を購入
165,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,22000000,,１Ｋ,25,,,,,平成10年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成27年第４四半期,未改装を購入
166,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,中目黒,9,150000000,,,95,,長方形,7.2,,,,,,南東,区道,11,商業地域,80,500,平成27年第３四半期,私道を含む取引
167,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,36000000,,１ＬＤＫ,35,,,,,平成9年,ＲＣ,住宅,住宅,,,,商業地域,80,500,平成27年第３四半期,改装済を購入
168,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,10,29000000,,２ＤＫ,40,,,,,昭和54年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成27年第１四半期,改装済を購入
169,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,35000000,,２ＬＤＫ,50,,,,,昭和47年,ＳＲＣ,住宅,その他,,,,準工業地域,60,300,平成27年第１四半期,未改装を購入
170,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,10,33000000,,２ＤＫ,40,,,,,昭和54年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成27年第１四半期,未改装を購入
171,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,中目黒,11,210000000,,,210,,ほぼ整形,11,,,,,,北,区道,5.4,第１種低層住居専用地域,60,150,平成26年第４四半期,
172,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,中目黒,9,830000000,,,490,,台形,16,770,平成12年,ＲＣ,事務所、倉庫,事務所,東,区道,7,第２種中高層住居専用地域,60,300,平成26年第４四半期,
173,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,10,27000000,,２ＤＫ,40,,,,,昭和54年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成26年第４四半期,改装済を購入
174,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,27000000,,１ＤＫ,25,,,,,平成10年,ＲＣ,住宅,住宅,,,,準工業地域,60,200,平成26年第４四半期,改装済を購入
175,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,10,24000000,,２ＤＫ,35,,,,,昭和54年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成26年第４四半期,未改装を購入
176,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,21000000,,１ＬＤＫ,35,,,,,平成9年,ＲＣ,住宅,住宅,,,,商業地域,80,500,平成26年第４四半期,未改装を購入
177,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,8,30000000,,２ＤＫ,50,,,,,昭和47年,ＳＲＣ,住宅,,,,,準工業地域,60,300,平成26年第３四半期,未改装を購入
178,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,17000000,,１ＤＫ,30,,,,,昭和54年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成26年第２四半期,未改装を購入
179,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,18000000,,２ＤＫ,40,,,,,昭和54年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成26年第１四半期,未改装を購入
180,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,6,31000000,,２ＬＤＫ,45,,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成26年第１四半期,改装済を購入
181,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,5,28000000,,２ＤＫ,45,,,,,昭和53年,ＳＲＣ,住宅,住宅,,,,商業地域,80,500,平成26年第１四半期,未改装を購入
182,宅地(土地),住宅地,13110,東京都,目黒区,青葉台,中目黒,12,210000000,3900000,,180,1200000,長方形,8.2,,,,,,北,区道,6,第１種低層住居専用地域,50,100,平成25年第４四半期,
183,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,3,33000000,,１ＬＤＫ,30,,,,,平成24年,ＲＣ,住宅,,,,,商業地域,80,500,平成25年第２四半期,未改装を購入
184,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,中目黒,8,530000000,,,185,,長方形,12.5,580,平成21年,ＳＲＣ,共同住宅、店舗,,北東,区道,5.5,準工業地域,60,300,平成25年第１四半期,
185,宅地(土地と建物),住宅地,13110,東京都,目黒区,青葉台,中目黒,8,78000000,,,80,,長方形,6,85,平成12年,木造,住宅,,西,区道,4,第１種低層住居専用地域,60,150,平成24年第３四半期,
186,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,20000000,,２ＤＫ,40,,,,,昭和54年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成24年第３四半期,未改装を購入
187,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,9,55000000,,３ＬＤＫ,70,,,,,平成10年,ＲＣ,住宅,,,,,準工業地域,60,200,平成24年第２四半期,未改装を購入
188,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,4,27000000,,２ＤＫ,40,,,,,昭和59年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成24年第２四半期,改装済を購入
189,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,5,37000000,,１ＬＤＫ,55,,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成24年第１四半期,改装済を購入
190,中古マンション等,,13110,東京都,目黒区,青葉台,中目黒,6,11000000,,１Ｋ,20,,,,,昭和59年,ＳＲＣ,住宅,,,,,商業地域,80,500,平成24年第１四半期,未改装を購入
191,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,8,60000000,,,75,,長方形,9,85,平成20年,木造,,住宅,西,区道,3.6,第１種低層住居専用地域,60,150,平成29年第１四半期,私道を含む取引
192,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,5,160000000,,,180,,不整形,,190,平成29年,木造,住宅,住宅,西,区道,4.3,第１種低層住居専用地域,60,150,平成28年第４四半期,
193,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,4,450000000,2000000,,720,620000,不整形,39,,,,,住宅,南,区道,5.5,第１種低層住居専用地域,60,150,平成28年第４四半期,
194,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,4,14000000,,１ＤＫ,20,,,,,昭和60年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成28年第４四半期,
195,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,64000000,2700000,,75,830000,ほぼ長方形,5,,,,,住宅,西,区道,5.4,第１種低層住居専用地域,60,150,平成28年第３四半期,
196,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,5,64000000,,２ＬＤＫ,65,,,,,平成22年,ＲＣ,住宅,,,,,準工業地域,60,200,平成28年第３四半期,未改装を購入
197,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,5,17000000,,１ＬＤＫ,35,,,,,昭和47年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成28年第３四半期,
198,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,10,70000000,,,55,,長方形,6.7,85,,木造,住宅,住宅,南,私道,4,第１種中高層住居専用地域,60,200,平成28年第２四半期,
199,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,12,79000000,,,70,,長方形,7.3,85,平成25年,木造,住宅,住宅,西,私道,4,第１種低層住居専用地域,60,150,平成28年第２四半期,
200,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,8,37000000,1900000,,65,560000,ほぼ台形,8,,,,,住宅,南,区道,8,第１種中高層住居専用地域,60,200,平成28年第１四半期,
201,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,7,78000000,,,100,,不整形,3,90,平成18年,木造,住宅,住宅,南西,区道,3.2,第１種低層住居専用地域,60,150,平成28年第１四半期,
202,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,6,53000000,2300000,,75,690000,不整形,2.7,,,,,,西,区道,4.6,第１種低層住居専用地域,60,150,平成28年第１四半期,
203,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,10,60000000,2000000,,100,610000,長方形,7.3,,,,,住宅,東,私道,4,第１種低層住居専用地域,60,150,平成28年第１四半期,私道を含む取引
204,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,9,30000000,,２ＤＫ,50,,,,,昭和48年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成28年第１四半期,未改装を購入
205,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,61000000,2400000,,85,730000,長方形,7,,,,,住宅,南西,区道,5,第１種低層住居専用地域,60,150,平成27年第３四半期,
206,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,9,35000000,,,50,,長方形,9.1,50,平成2年,木造,住宅,住宅,東,私道,3.5,第１種低層住居専用地域,60,150,平成27年第３四半期,
207,宅地(土地と建物),住宅地,13110,東京都,目黒区,大岡山,大岡山,7,93000000,,,100,,ほぼ台形,8.3,105,平成27年,木造,住宅,住宅,西,私道,3.2,第１種低層住居専用地域,60,150,平成27年第３四半期,私道を含む取引
208,宅地(土地),住宅地,13110,東京都,目黒区,大岡山,大岡山,4,120000000,2300000,,165,700000,ほぼ台形,8.9,,,,,住宅,南,区道,3.4,第１種低層住居専用地域,60,150,平成27年第３四半期,
209,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,4,22000000,,２ＬＤＫ,40,,,,,昭和60年,ＲＣ,住宅,その他,,,,第１種低層住居専用地域,60,150,平成27年第３四半期,未改装を購入
210,中古マンション等,,13110,東京都,目黒区,大岡山,大岡山,4,13000000,,１ＬＤＫ,20,,,,,昭和60年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成27年第３四半期,未改装を購入
